,breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category,description_length,temperament_length,text_combined
207,pumi,pumi poo mee plural pumik conceived compact quick fearless sheepherder capable moving flock narrow road connecting pasture western hungary glance might hard believe cuddly charmer born tough work coat corkscrew curl circular tail expressive ear distinctively whimsical look pumi kind cute beneath curl lean deep chested herder seemingly endless capacity work play compact nimble footed herder hungarian origin pumi easily recognized corkscrew curled coat two third erect ear distinctive whimsical expression breed famed intelligence agility boldness,energetic lively ready work,151,38.1,46.99,9.97903214,13.15417873,12.0,13.0,herding_group,0.2,occasional_bath/brush,0.2,infrequent,0.8,energetic,0.8,easy_training,0.6,alert/responsive,120,5,pumi poo mee plural pumik conceived compact quick fearless sheepherder capable moving flock narrow road connecting pasture western hungary glance might hard believe cuddly charmer born tough work coat corkscrew curl circular tail expressive ear distinctively whimsical look pumi kind cute beneath curl lean deep chested herder seemingly endless capacity work play compact nimble footed herder hungarian origin pumi easily recognized corkscrew curled coat two third erect ear distinctive whimsical expression breed famed intelligence agility boldness energetic lively ready work herding_group pumi occasional_bath/brush infrequent energetic easy_training alert/responsive
208,pyrenean_mastiff,pyrenean mastiff friendly towards human calm noble intelligent time courageous proud towards stranger never back away behavior towards dog good natured aware superior strength though job alert stranger animal come around known incessant barker guardian breed pyrenean mastiff low prey drive therefore love protects creature human animal alike love child welcome friend family feel need protect real threat love get bit messy though like mastiff drool quite profusely exposed heat food water club contact detailspyrenean mastiff usa clubemail pmusa pyreneanmastiffclubs orgphone century old rare breed pyrenees mountain spain livestock guardian protected flock wolf bear thief today still effective guardian many family found joy owning gentle loving yet independent pyrenean mastiff,gentle brave noble,,63.5,78.74,54.4310844,108.8621688,10.0,13.0,foundation_stock_service,0.6,2-3_times_a_week_brushing,0.6,seasonal,0.4,calm,0.6,agreeable,0.6,friendly,189,3,pyrenean mastiff friendly towards human calm noble intelligent time courageous proud towards stranger never back away behavior towards dog good natured aware superior strength though job alert stranger animal come around known incessant barker guardian breed pyrenean mastiff low prey drive therefore love protects creature human animal alike love child welcome friend family feel need protect real threat love get bit messy though like mastiff drool quite profusely exposed heat food water club contact detailspyrenean mastiff usa clubemail pmusa pyreneanmastiffclubs orgphone century old rare breed pyrenees mountain spain livestock guardian protected flock wolf bear thief today still effective guardian many family found joy owning gentle loving yet independent pyrenean mastiff gentle brave noble foundation_stock_service pyrenean_mastiff 2-3_times_a_week_brushing seasonal calm agreeable friendly
209,pyrenean_shepherd,tough lean lively herder famous vigorous free flowing movement come two coat variety rough faced smooth faced rough profuse windswept hair muzzle generally harsh coat smooth short facial hair finer textured coat slightly longer pointier muzzle variety sinewy rectangular breed come many color pattern pyr sheps see world dark almond shaped eye conveying alert cunning expression enthusiastic mischievous whip smart pyrenean shepherd indefatigable herder descended ancient sheepdog pyrenees mountain tough sinewy pyr sheps come rough faced smooth faced coat variety,affectionate active enthusiastic,181,38.1,53.34,6.80388555,13.6077711,0.0,0.0,herding_group,0.4,weekly_brushing,0.6,seasonal,0.8,energetic,0.6,agreeable,0.4,reserved_with_strangers,107,3,tough lean lively herder famous vigorous free flowing movement come two coat variety rough faced smooth faced rough profuse windswept hair muzzle generally harsh coat smooth short facial hair finer textured coat slightly longer pointier muzzle variety sinewy rectangular breed come many color pattern pyr sheps see world dark almond shaped eye conveying alert cunning expression enthusiastic mischievous whip smart pyrenean shepherd indefatigable herder descended ancient sheepdog pyrenees mountain tough sinewy pyr sheps come rough faced smooth faced coat variety affectionate active enthusiastic herding_group pyrenean_shepherd weekly_brushing seasonal energetic agreeable reserved_with_strangers
210,rafeiro_do_alentejo,since beginning breed history rafeiros alentejanos used pack hunting dog big game though function gradually disappeared time recently breed guard dog property livestock watching sheep cattle also often work alone prairie defend herd intruder hailing portugal rafeiro alentejo large sized dog powerful rustic sober calm move heavy slow roll coat short medium length thick straight dense black wolf grey fawn without brindling always white marking white patch color rafeiro alentejo excellent farm estate watch dog also useful livestock protector vigilant night serious guarding territory property entrusted calm confident expression,confident calm powerful,,63.5,73.66,34.926612490000004,59.874192840000006,12.0,14.0,foundation_stock_service,0.4,weekly_brushing,0.6,seasonal,0.4,calm,0.6,agreeable,0.6,friendly,160,3,since beginning breed history rafeiros alentejanos used pack hunting dog big game though function gradually disappeared time recently breed guard dog property livestock watching sheep cattle also often work alone prairie defend herd intruder hailing portugal rafeiro alentejo large sized dog powerful rustic sober calm move heavy slow roll coat short medium length thick straight dense black wolf grey fawn without brindling always white marking white patch color rafeiro alentejo excellent farm estate watch dog also useful livestock protector vigilant night serious guarding territory property entrusted calm confident expression confident calm powerful foundation_stock_service rafeiro_do_alentejo weekly_brushing seasonal calm agreeable friendly
211,rat_terrier,balanced compactly built rat terrier tough elegant looking two size division miniature stand inch shoulder standard inch high inch smooth shiny coat come variety pied pattern pied word borrowed horseman lexicon mean comparatively large patch one color combination white smoothly muscled exterminator constructed efficient movement required long day work american original breed name said coined teddy roosevelt rat terrier compact tough smooth coated exterminator dog rts come two size variety happy go lucky playful portable companion,friendly inquisitive lovable,86,25.4,45.72,4.535923700000001,11.33980925,12.0,18.0,terrier_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.8,easy_training,0.8,friendly,118,3,balanced compactly built rat terrier tough elegant looking two size division miniature stand inch shoulder standard inch high inch smooth shiny coat come variety pied pattern pied word borrowed horseman lexicon mean comparatively large patch one color combination white smoothly muscled exterminator constructed efficient movement required long day work american original breed name said coined teddy roosevelt rat terrier compact tough smooth coated exterminator dog rts come two size variety happy go lucky playful portable companion friendly inquisitive lovable terrier_group rat_terrier weekly_brushing seasonal regular_exercise easy_training friendly
212,redbone_coonhound,redbone medium large hound dog whose muscle undulate beneath sleek stunning red coat overall impression master sculptor carved block finest mahogany classically houndy head flanked ear long enough reach nose dreamy brown eye give face expression described breed devotee pleading bred work kind punishing terrain redbone fast surefooted move proud determined gait streamlined redbone coonhound american original even tempered mellow kindly home tiger trail vigorous activity like hunting swimming long period rest rhythm coonhound life,even tempered amiable eager please,142,53.34,68.58,20.41165665,31.751465900000003,12.0,15.0,hound_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.8,easy_training,0.8,friendly,117,5,redbone medium large hound dog whose muscle undulate beneath sleek stunning red coat overall impression master sculptor carved block finest mahogany classically houndy head flanked ear long enough reach nose dreamy brown eye give face expression described breed devotee pleading bred work kind punishing terrain redbone fast surefooted move proud determined gait streamlined redbone coonhound american original even tempered mellow kindly home tiger trail vigorous activity like hunting swimming long period rest rhythm coonhound life even tempered amiable eager please hound_group redbone_coonhound weekly_brushing seasonal regular_exercise easy_training friendly
213,rhodesian_ridgeback,beneath ridgeback trademark ridge whole lot hound ridgebacks fast powerful athlete weigh pound oftentimes come one color wheaten span every shade seen wheat field pale flaxen burnished red maturing crop ridgebacks also two nose color black less commonly seen brown formidable ridgeback strong willed independent sometimes domineering ridgebacks must guided firm fair hand puppyhood faithful friend protective loved one meltingly affectionate trust still ridgeback much hound novice dog owner rhodesian ridgeback purpose renaissance hound whose hallmark ridge stripe backward growing hair back though breed made famous native africa skill tracking baying never ever killing lion today ridgebacks cherished family dog whose owner must prepared deal independence strong prey drive,affectionate dignified even tempered,41,60.96,68.58,31.751465900000003,38.55535145,10.0,10.0,hound_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.4,independent,0.6,alert/responsive,187,3,beneath ridgeback trademark ridge whole lot hound ridgebacks fast powerful athlete weigh pound oftentimes come one color wheaten span every shade seen wheat field pale flaxen burnished red maturing crop ridgebacks also two nose color black less commonly seen brown formidable ridgeback strong willed independent sometimes domineering ridgebacks must guided firm fair hand puppyhood faithful friend protective loved one meltingly affectionate trust still ridgeback much hound novice dog owner rhodesian ridgeback purpose renaissance hound whose hallmark ridge stripe backward growing hair back though breed made famous native africa skill tracking baying never ever killing lion today ridgebacks cherished family dog whose owner must prepared deal independence strong prey drive affectionate dignified even tempered hound_group rhodesian_ridgeback weekly_brushing seasonal regular_exercise independent alert/responsive
214,romanian_mioritic_shepherd_dog,used century guard livestock homeland romania mioritic sheepdog typical livestock guarding dog lgd loyal reliable independent fiercely protective friendly devoted family mistrusting stranger large dog long coat requires regular grooming dog size temperament requires daily exercise basic obedience training mioritics lively stubborn spite independence sensitive creature furry armor puppy stick pack accepted kind creature dog cat horse sheep mioritic need close family tie house without door think would ideal certainly depends great deal weather favorite place always close favorite person determines resting place may even couch carpet suitable dog rule shepherd even puppy prefer sleep hard ground need dog basket special mattress mean allocated place work creating program necessary daily walk hike provide exciting variation romanian mioritic shepherd dog origin come near carpathian mountain breed impressive size character,loyal independent confident guardian,,57.15,73.66,45.359237,58.9670081,12.0,14.0,foundation_stock_service,0.4,weekly_brushing,0.4,occasional,0.6,regular_exercise,0.4,independent,0.2,aloof/wary,230,4,used century guard livestock homeland romania mioritic sheepdog typical livestock guarding dog lgd loyal reliable independent fiercely protective friendly devoted family mistrusting stranger large dog long coat requires regular grooming dog size temperament requires daily exercise basic obedience training mioritics lively stubborn spite independence sensitive creature furry armor puppy stick pack accepted kind creature dog cat horse sheep mioritic need close family tie house without door think would ideal certainly depends great deal weather favorite place always close favorite person determines resting place may even couch carpet suitable dog rule shepherd even puppy prefer sleep hard ground need dog basket special mattress mean allocated place work creating program necessary daily walk hike provide exciting variation romanian mioritic shepherd dog origin come near carpathian mountain breed impressive size character loyal independent confident guardian foundation_stock_service romanian_mioritic_shepherd_dog weekly_brushing occasional regular_exercise independent aloof/wary
215,rottweiler,male rottweiler stand anywhere muscular inch shoulder female run bit smaller lighter glistening short black coat smart rust marking add picture imposing strength thickly muscled hindquarter power rottie effortless trotting gait well bred properly raised rottie calm confident courageous unduly aggressive aloof demeanor world class guardian present outsider belies playfulness downright silliness endear rotties loved one one told rottie toy breed liable plop onto lap cuddle early training socialization harness rottie territorial instinct positive way rottweiler robust working breed great strength descended mastiff roman legion gentle playmate protector within family circle rottie observes outside world self assured aloofness,loyal loving confident guardian,8,55.88,68.58,36.2873896,61.23496995,9.0,10.0,working_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.6,agreeable,0.4,reserved_with_strangers,157,4,male rottweiler stand anywhere muscular inch shoulder female run bit smaller lighter glistening short black coat smart rust marking add picture imposing strength thickly muscled hindquarter power rottie effortless trotting gait well bred properly raised rottie calm confident courageous unduly aggressive aloof demeanor world class guardian present outsider belies playfulness downright silliness endear rotties loved one one told rottie toy breed liable plop onto lap cuddle early training socialization harness rottie territorial instinct positive way rottweiler robust working breed great strength descended mastiff roman legion gentle playmate protector within family circle rottie observes outside world self assured aloofness loyal loving confident guardian working_group rottweiler weekly_brushing seasonal regular_exercise agreeable reserved_with_strangers
216,russell_terrier,jaunty little fellow pack lot personality compact rectangular body standing inch shoulder dark almond shaped eye mobile v shaped ear bring keenly intelligent expression endearing hallmark breed three coat type mostly white marking tan black russell move free effortless gait announces breed innate confidence upbeat lively inquisitive friendly jaunty russell terrier developed england sporting parson use foxhunt adorable russell terrier look like plush toy come life eager tireless working terrier,alert inquisitive lively,82,25.4,30.48,4.082331330000001,6.80388555,12.0,14.0,terrier_group,0.4,weekly_brushing,0.4,occasional,1.0,needs_lots_of_activity,0.6,agreeable,0.8,friendly,107,3,jaunty little fellow pack lot personality compact rectangular body standing inch shoulder dark almond shaped eye mobile v shaped ear bring keenly intelligent expression endearing hallmark breed three coat type mostly white marking tan black russell move free effortless gait announces breed innate confidence upbeat lively inquisitive friendly jaunty russell terrier developed england sporting parson use foxhunt adorable russell terrier look like plush toy come life eager tireless working terrier alert inquisitive lively terrier_group russell_terrier weekly_brushing occasional needs_lots_of_activity agreeable friendly
217,russian_toy,russian toy toy breed lineage date back russian aristocracy general good natured imp love run play dash house yard chasing toy long keep many others willing nothing lounge lap day long content knowing prize jewel home thrive human companionship let know feeling neglected coat either semi long smooth longhaired variety carry nice ruff chest unique feathering extremity tail ear long coated russian toy adult coat year old full fringing three year age smooth coated variety sleek smooth touch also slight attitude difference two variety smooth coat tend little terrier like long coat however share larger life personality club contact detailsclub russian toy club americaname martha guimondemail secretary russiantoyclub orgaddress p box blanco tx phone russian toy small elegant lively dog long leg fine bone lean muscle active cheerful possessing keen intelligence desire please breed love snuggle close human companion although sometimes slightly aloof stranger neither cowardly aggressive,loyal smart charming,,20.32,27.94,2.948350405,2.948350405,12.0,14.0,miscellaneous_class,0.4,weekly_brushing,0.2,infrequent,0.6,regular_exercise,0.6,agreeable,0.8,friendly,255,3,russian toy toy breed lineage date back russian aristocracy general good natured imp love run play dash house yard chasing toy long keep many others willing nothing lounge lap day long content knowing prize jewel home thrive human companionship let know feeling neglected coat either semi long smooth longhaired variety carry nice ruff chest unique feathering extremity tail ear long coated russian toy adult coat year old full fringing three year age smooth coated variety sleek smooth touch also slight attitude difference two variety smooth coat tend little terrier like long coat however share larger life personality club contact detailsclub russian toy club americaname martha guimondemail secretary russiantoyclub orgaddress p box blanco tx phone russian toy small elegant lively dog long leg fine bone lean muscle active cheerful possessing keen intelligence desire please breed love snuggle close human companion although sometimes slightly aloof stranger neither cowardly aggressive loyal smart charming miscellaneous_class russian_toy weekly_brushing infrequent regular_exercise agreeable friendly
218,russian_tsvetnaya_bolonka,russian tsvetnaya bolonka bolonka short member bichon family almost extinct cold war small companion dog hypoallergenic funny clever beyond word intensely loyal family excellent mimic others content sit door monitor allowed spirited yet easy going sociable russian tsvetnaya bolonka great child although quick alert constant barker early training appropriate behavior fairly independent toy breed require early socialization people however bolonki get along well dog animal clever smart well formal training obedience rally tracking agility trained firm gentle hand russkaya tsvetnaya bolonka translates russian colored lapdog bolonki originally bred ultimate house pet apartment living sweet loving intelligent willing please friendly show sign aggression,playful charming inquisitive,,22.86,25.4,2.0411656650000003,4.9895160700000005,12.0,16.0,foundation_stock_service,0.6,2-3_times_a_week_brushing,0.2,infrequent,0.6,regular_exercise,0.6,agreeable,0.8,friendly,184,3,russian tsvetnaya bolonka bolonka short member bichon family almost extinct cold war small companion dog hypoallergenic funny clever beyond word intensely loyal family excellent mimic others content sit door monitor allowed spirited yet easy going sociable russian tsvetnaya bolonka great child although quick alert constant barker early training appropriate behavior fairly independent toy breed require early socialization people however bolonki get along well dog animal clever smart well formal training obedience rally tracking agility trained firm gentle hand russkaya tsvetnaya bolonka translates russian colored lapdog bolonki originally bred ultimate house pet apartment living sweet loving intelligent willing please friendly show sign aggression playful charming inquisitive foundation_stock_service russian_tsvetnaya_bolonka 2-3_times_a_week_brushing infrequent regular_exercise agreeable friendly
219,saint_bernard,ranked particularly high akc registration genial giant nonetheless among world famous beloved breed saint written standard abounds phrase like powerful extraordinarily muscular imposing massive male stand minimum inch shoulder female smaller delicately built huge head feature wrinkled brow short muzzle dark eye combining give saint intelligent friendly expression welcome sight stranded alpine traveler saint bernard rank high akc registration genial giant swiss alp nonetheless among world famous beloved breed saint famously watchful patient careful child,playful charming inquisitive,48,66.04,76.2,54.4310844,81.6466266,8.0,10.0,working_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.6,agreeable,0.8,friendly,122,3,ranked particularly high akc registration genial giant nonetheless among world famous beloved breed saint written standard abounds phrase like powerful extraordinarily muscular imposing massive male stand minimum inch shoulder female smaller delicately built huge head feature wrinkled brow short muzzle dark eye combining give saint intelligent friendly expression welcome sight stranded alpine traveler saint bernard rank high akc registration genial giant swiss alp nonetheless among world famous beloved breed saint famously watchful patient careful child playful charming inquisitive working_group saint_bernard weekly_brushing seasonal regular_exercise agreeable friendly
220,saluki,beauty saluki thing wonder thousand year slim leggy strong perfectly balanced like great athlete dancer male stand inch shoulder female much shorter come many color pattern large oval shaped eye warm intelligent saluki highly adaptable able live work climate magnificent animal owning come many special challenge among world oldest breed slim rugged saluki hunting hound king thousand year saluki swift agile sprinter love good chase make gentle dignified independent loyal pet,gentle dignified independent minded,120,58.42,71.12,18.1436948,29.48350405,10.0,17.0,hound_group,0.2,occasional_bath/brush,0.4,occasional,0.8,energetic,0.4,independent,0.4,reserved_with_strangers,124,3,beauty saluki thing wonder thousand year slim leggy strong perfectly balanced like great athlete dancer male stand inch shoulder female much shorter come many color pattern large oval shaped eye warm intelligent saluki highly adaptable able live work climate magnificent animal owning come many special challenge among world oldest breed slim rugged saluki hunting hound king thousand year saluki swift agile sprinter love good chase make gentle dignified independent loyal pet gentle dignified independent minded hound_group saluki occasional_bath/brush occasional energetic independent reserved_with_strangers
221,samoyed,samoyed smiling sledge dog bred hard work world coldest locale siberian town oymyakon instance temperature minus degree common sammy famous white coat thick enough protect brutal condition powerful agile tireless impervious cold sammies drop dead gorgeous highly functional even delightful feature perpetual smile practical function mouth upturned corner keep sammies drooling preventing icicle forming face sammy sentenced solitary confinement yard miserable destructive creature smart social mischievous dog demand love attention sammies need firm loving hand training pack animal must learn early alpha dog alpha dog must samoyed substantial graceful dog standing anywhere bit inch shoulder powerful tireless thick white coat impervious cold sammies perfectly beautiful highly functional even delightful feature perpetual smile practical function upturned corner mouth keep sammies drooling preventing icicle forming face,adaptable friendly gentle,59,48.26,59.69,15.875732950000002,29.48350405,12.0,14.0,working_group,0.6,2-3_times_a_week_brushing,0.6,seasonal,0.8,energetic,0.4,independent,0.8,friendly,198,3,samoyed smiling sledge dog bred hard work world coldest locale siberian town oymyakon instance temperature minus degree common sammy famous white coat thick enough protect brutal condition powerful agile tireless impervious cold sammies drop dead gorgeous highly functional even delightful feature perpetual smile practical function mouth upturned corner keep sammies drooling preventing icicle forming face sammy sentenced solitary confinement yard miserable destructive creature smart social mischievous dog demand love attention sammies need firm loving hand training pack animal must learn early alpha dog alpha dog must samoyed substantial graceful dog standing anywhere bit inch shoulder powerful tireless thick white coat impervious cold sammies perfectly beautiful highly functional even delightful feature perpetual smile practical function upturned corner mouth keep sammies drooling preventing icicle forming face adaptable friendly gentle working_group samoyed 2-3_times_a_week_brushing seasonal energetic independent friendly
222,schapendoes,schapendoes everywhere netherlands late th early th century number dwindled drastically border collie imported breed club nederlandse schapendoes founded schapendoes breed resuscitated schapendoes lightly built long coated medium sized dog movement effortless springy astounding ability jump make excel agility dog sport attentive courageous character intelligent watchful lively friendly high spirited towards people familiar develops great affection loyalty club contact detailsclub schapendoes usa clubemail schapendoes comcast netaddress chandler ave elmhurst il shaggy sheepdog holland also known dutch sheep dog schapendoes cheerful funny clever brave good family pet also strong desire please,friendly watchful lively,,40.64,50.8,11.79340162,24.947580350000003,12.0,15.0,foundation_stock_service,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.8,easy_training,0.6,alert/responsive,141,3,schapendoes everywhere netherlands late th early th century number dwindled drastically border collie imported breed club nederlandse schapendoes founded schapendoes breed resuscitated schapendoes lightly built long coated medium sized dog movement effortless springy astounding ability jump make excel agility dog sport attentive courageous character intelligent watchful lively friendly high spirited towards people familiar develops great affection loyalty club contact detailsclub schapendoes usa clubemail schapendoes comcast netaddress chandler ave elmhurst il shaggy sheepdog holland also known dutch sheep dog schapendoes cheerful funny clever brave good family pet also strong desire please friendly watchful lively foundation_stock_service schapendoes weekly_brushing seasonal regular_exercise easy_training alert/responsive
223,schipperke,standing higher inch schipperke small dog built hard work schips created ratter watchdog powerful jaw neck forequarter coupled stealthy catlike hunting style make ideal rat catching machine black coat profuse around neck shoulder leg giving breed silhouette accentuates thick substantial body foxy face completes unique look unique breed tell schipperke ordinary dog simply paying attention schipperke belgium little captain traditional barge dog low country curious lively intense mischievous little black dog robust long lived companion never dull moment,confident alert curious,105,25.4,33.02,4.535923700000001,7.25747792,12.0,14.0,non-sporting_group,0.4,weekly_brushing,0.6,seasonal,0.8,energetic,0.4,independent,0.6,alert/responsive,123,3,standing higher inch schipperke small dog built hard work schips created ratter watchdog powerful jaw neck forequarter coupled stealthy catlike hunting style make ideal rat catching machine black coat profuse around neck shoulder leg giving breed silhouette accentuates thick substantial body foxy face completes unique look unique breed tell schipperke ordinary dog simply paying attention schipperke belgium little captain traditional barge dog low country curious lively intense mischievous little black dog robust long lived companion never dull moment confident alert curious non-sporting_group schipperke weekly_brushing seasonal energetic independent alert/responsive
224,scottish_deerhound,stand back need little distance fully appreciate majesty ancient beast silhouette see noble coursing hound struck classic greyhound template deerhound though much larger substantial greyhound good size male stand inch shoulder weigh pound crisp coat seen several color breed aficionado prefer dark blue gray coat tapered head long neck add extra lift already stately hound crisply coated scottish deerhound royal dog scotland majestically large coursing hound struck ancient greyhound template among tallest dog breed deerhound bred stalk giant wild red deer,gentle dignified polite,158,71.12,81.28,34.01942775,49.895160700000005,8.0,11.0,hound_group,0.2,occasional_bath/brush,0.6,seasonal,0.6,regular_exercise,0.4,independent,0.6,alert/responsive,120,3,stand back need little distance fully appreciate majesty ancient beast silhouette see noble coursing hound struck classic greyhound template deerhound though much larger substantial greyhound good size male stand inch shoulder weigh pound crisp coat seen several color breed aficionado prefer dark blue gray coat tapered head long neck add extra lift already stately hound crisply coated scottish deerhound royal dog scotland majestically large coursing hound struck ancient greyhound template among tallest dog breed deerhound bred stalk giant wild red deer gentle dignified polite hound_group scottish_deerhound occasional_bath/brush seasonal regular_exercise independent alert/responsive
225,scottish_terrier,well known scottie silhouette short legged substantial terrier distinctive furnishing beard leg lower body wiry topcoat soft dense undercoat coat black wheaten yellow brindle stripe pattern bright piercing eye erect ear tail convey keen alertness hallmark britain terrier breed scottie working style described efficient businesslike aloofness toward stranger make excellent watchdog hunting instinct remains strong complicate life neighbor cat scottie known cantankerous around dog bold clever scotsman enjoys brisk walk upbeat play solidly compact dog vivid personality scottish terrier independent confident companion high spirit scottie dignified almost human character terrier persistence earned breed nickname diehard,confident independent spirited,57,25.4,25.4,8.164662660000001,9.97903214,12.0,12.0,terrier_group,0.6,2-3_times_a_week_brushing,0.4,occasional,0.6,regular_exercise,0.4,independent,0.6,alert/responsive,143,3,well known scottie silhouette short legged substantial terrier distinctive furnishing beard leg lower body wiry topcoat soft dense undercoat coat black wheaten yellow brindle stripe pattern bright piercing eye erect ear tail convey keen alertness hallmark britain terrier breed scottie working style described efficient businesslike aloofness toward stranger make excellent watchdog hunting instinct remains strong complicate life neighbor cat scottie known cantankerous around dog bold clever scotsman enjoys brisk walk upbeat play solidly compact dog vivid personality scottish terrier independent confident companion high spirit scottie dignified almost human character terrier persistence earned breed nickname diehard confident independent spirited terrier_group scottish_terrier 2-3_times_a_week_brushing occasional regular_exercise independent alert/responsive
226,sealyham_terrier,standing less inch shoulder weighing pound sealys big enough considered medium sized dog stand among strongest substantial think small dog typical sealy well muscled built low ground move easily long determined stride weatherproof coat predominantly white long broad head furnished lavish facial hair despite rep bruiser among short legged terrier sealys cute funny affectionate outgoing trainable bit stubborn alertness big dog bark make sealys excellent watchdog blessed adaptable nature sealys amenable city dwelling country life sealyham terrier brave spirited spiky smaller terrier sturdy outgoing companion recognized fall mass hair covering forehead sealy fan enjoy dog sly sense humor,alert outgoing sense humor,164,26.67,26.67,10.43262451,10.88621688,12.0,14.0,terrier_group,0.6,2-3_times_a_week_brushing,0.6,seasonal,0.6,regular_exercise,0.4,independent,0.6,alert/responsive,156,5,standing less inch shoulder weighing pound sealys big enough considered medium sized dog stand among strongest substantial think small dog typical sealy well muscled built low ground move easily long determined stride weatherproof coat predominantly white long broad head furnished lavish facial hair despite rep bruiser among short legged terrier sealys cute funny affectionate outgoing trainable bit stubborn alertness big dog bark make sealys excellent watchdog blessed adaptable nature sealys amenable city dwelling country life sealyham terrier brave spirited spiky smaller terrier sturdy outgoing companion recognized fall mass hair covering forehead sealy fan enjoy dog sly sense humor alert outgoing sense humor terrier_group sealyham_terrier 2-3_times_a_week_brushing seasonal regular_exercise independent alert/responsive
227,segugio_italiano,calm responsive intelligent segugio italiano tenacious hunter excellent pet,friendly intelligent eager please,,48.26,58.42,18.1436948,27.2155422,11.0,13.0,foundation_stock_service,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,1.0,eager_to_please,0.6,friendly,15,5,calm responsive intelligent segugio italiano tenacious hunter excellent pet friendly intelligent eager please foundation_stock_service segugio_italiano weekly_brushing seasonal regular_exercise eager_to_please friendly
228,shetland_sheepdog,shetland sheepdog small active agile herding dog standing inch shoulder long coat harsh straight dense undercoat come black blue merle sable white marking coat along long wedge shaped head small three quarter erect ear deep chested level backed torso give shelties look rough coated collie miniature bright eager shelties easy trainer world class competitor obedience agility herding trial sensitive affectionate family dog highly tune mood household like bark tend reserved toward stranger two qualification excellent watchdog shetland sheepdog also known sheltie extremely intelligent quick obedient herder scotland remote rugged shetland island shelties bear strong family resemblance bigger cousin collie,playful energetic bright,25,33.02,40.64,6.80388555,11.33980925,12.0,14.0,herding_group,0.6,2-3_times_a_week_brushing,0.6,seasonal,0.6,regular_exercise,1.0,eager_to_please,0.4,reserved_with_strangers,150,3,shetland sheepdog small active agile herding dog standing inch shoulder long coat harsh straight dense undercoat come black blue merle sable white marking coat along long wedge shaped head small three quarter erect ear deep chested level backed torso give shelties look rough coated collie miniature bright eager shelties easy trainer world class competitor obedience agility herding trial sensitive affectionate family dog highly tune mood household like bark tend reserved toward stranger two qualification excellent watchdog shetland sheepdog also known sheltie extremely intelligent quick obedient herder scotland remote rugged shetland island shelties bear strong family resemblance bigger cousin collie playful energetic bright herding_group shetland_sheepdog 2-3_times_a_week_brushing seasonal regular_exercise eager_to_please reserved_with_strangers
229,shiba_inu,brought america japan recently year ago shibas growing popularity west already popular breed homeland white marking combined coloring red red sesame black tan alert expression smooth stride make almost foxlike sturdy muscular dog bold confident personality match ancient japanese breed shiba inu little well muscled dog employed hunter today spirited good natured shiba popular companion dog japan adaptable shiba home town country,alert active attentive,44,34.29,41.91,7.71107029,10.43262451,13.0,16.0,non-sporting_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.4,independent,0.4,reserved_with_strangers,106,3,brought america japan recently year ago shibas growing popularity west already popular breed homeland white marking combined coloring red red sesame black tan alert expression smooth stride make almost foxlike sturdy muscular dog bold confident personality match ancient japanese breed shiba inu little well muscled dog employed hunter today spirited good natured shiba popular companion dog japan adaptable shiba home town country alert active attentive non-sporting_group shiba_inu weekly_brushing seasonal regular_exercise independent reserved_with_strangers
230,shih_tzu,shih tzu pronounced west sheed zoo sheet su chinese say sher zer weighing pound standing inch surprisingly solid dog size coat come many color worth time put dog beautiful well groomed shih tzu cute way life lively charmer shih tzu known especially affectionate child small dog bred spend day inside royal palace make great pet live apartment lack big backyard dog live dig hole chase cat shih tzu idea fun sitting lap acting adorable try watch tv face big dark eye looking sweet expression surprise shih tzu owner delighted little lion dog thousand year shih tzu go giggle mischief follow,affectionate playful outgoing,20,22.86,26.67,4.082331330000001,7.25747792,10.0,18.0,toy_group,0.8,daily_brushing,0.2,infrequent,0.6,regular_exercise,0.6,agreeable,0.8,friendly,180,3,shih tzu pronounced west sheed zoo sheet su chinese say sher zer weighing pound standing inch surprisingly solid dog size coat come many color worth time put dog beautiful well groomed shih tzu cute way life lively charmer shih tzu known especially affectionate child small dog bred spend day inside royal palace make great pet live apartment lack big backyard dog live dig hole chase cat shih tzu idea fun sitting lap acting adorable try watch tv face big dark eye looking sweet expression surprise shih tzu owner delighted little lion dog thousand year shih tzu go giggle mischief follow affectionate playful outgoing toy_group shih_tzu daily_brushing infrequent regular_exercise agreeable friendly
